SITE,LOCATION,TREE,NEW TREE TAG,PRESSURE [MPa],SPECIES (common),SPECIES (sci),DATE COLLECTED,TIME COLLECTED,TIME MEASURED,TIME OF DAY,Paired Measure Day,AGE,WEATHER NOTES,WHAT MEASURED,TREE NOTES,SHOOT HEIGHT ABOVE GROUND SURFACE [m],VIEWER,INSTRUMENT,APPROXIMATE DBH (CM)
SAGEHORN,,NT ADJ,166,0.5,,QUGA,6/11/2016,5:30,5:55,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,209,,0.4,,QUGA,6/11/2016,5:24,5:57,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,209,,0.5,,QUGA,6/11/2016,5:24,5:58,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,205,,0.5,,QUGA,6/11/2016,5:12,6:00,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,205,,0.8,,QUGA,6/11/2016,5:12,6:05,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,204,,0.4,,QUGA,6/11/2016,5:16,6:08,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,204,,0.4,,QUGA,6/11/2016,5:16,6:09,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,208,,0.4,,QUGA,6/11/2016,5:20,6:11,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,208,,0.6,,QUGA,6/11/2016,5:20,6:13,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,207,1,0.6,,QUGA,6/11/2016,5:05,6:15,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,207,1,0.55,,QUGA,6/11/2016,5:05,6:18,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,206,,0.6,,QUGA,6/11/2016,5:08,6:22,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,206,,0.8,,QUGA,6/11/2016,5:08,6:24,pre-dawn,6/11/2016,MATURE,"clear, cold, slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue)",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,NT ADJ,166,2,,QUGA,6/11/2016,12:20,12:30,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,NT ADJ,166,2.7,,QUGA,6/11/2016,12:20,12:37,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,car park big oak,87,1.8,,QUGA,6/11/2016,12:25,12:38,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,car park big oak,87,2.4,,QUGA,6/11/2016,12:25,12:41,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,208,,2.3,,QUGA,6/11/2016,12:18,12:46,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,209,,1.7,,QUGA,6/11/2016,12:14,12:52,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,209,,1.7,,QUGA,6/11/2016,12:14,12:54,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,207,,2,,QUGA,6/11/2016,12:02,13:00,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,207,,2.3,,QUGA,6/11/2016,12:02,13:03,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,205,,2.2,,QUGA,6/11/2016,12:09,13:05,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,205,,2.4,,QUGA,6/11/2016,12:09,13:08,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,204,,1.6,,QUGA,6/11/2016,12:05,13:10,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,204,,2.1,,QUGA,6/11/2016,12:05,13:12,mid-day,6/11/2016,MATURE,"clear, blue skies, warm (75-80), slight breeze",SHOOT,"5-10 leaves per shoot, shoot 2.5 - 3.5 mm stem diam, woody (no green exterior tissue). from sun leaves at time of collection",1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,207,1,1.9,,QUGA,6/22/2016,13:52,14:25,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,208,,2.1,,QUGA,6/22/2016,14:12,14:40,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,208,,2.3,,QUGA,6/22/2016,14:12,14:42,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #3,
SAGEHORN,,209,,1.95,,QUGA,6/22/2016,14:13,14:46,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,,2.1,,QUGA,6/22/2016,14:13,14:49,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,,1.9,,QUGA,6/22/2016,14:01,14:51,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,,2.1,,QUGA,6/22/2016,14:01,14:53,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,,2.9,,QUGA,6/22/2016,14:01,14:54,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,2.5,,QUGA,6/22/2016,14:10,14:55,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,2.2,,QUGA,6/22/2016,14:10,14:57,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,2,,QUGA,6/22/2016,14:10,14:59,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,,2.2,,QUGA,6/22/2016,14:05,15:00,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,,2,,QUGA,6/22/2016,14:05,15:02,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,,2.5,,QUGA,6/22/2016,13:56,15:04,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,car park big oak,87,2,,QUGA,6/22/2016,14:20,15:06,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,car park big oak,87,1.8,,QUGA,6/22/2016,14:20,15:08,mid-day,6/22/2016,MATURE,"80, breezy, no clouds",SHOOT,5-15 leaves per shoot,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,0.55,,QUGA,6/23/2016,4:52,5:19,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,0.7,,QUGA,6/23/2016,4:52,5:21,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,0.65,,QUGA,6/23/2016,4:52,5:26,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,0.75,,QUGA,6/23/2016,4:50,5:28,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,0.9,,QUGA,6/23/2016,4:50,5:31,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,1,,QUGA,6/23/2016,4:50,5:33,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,208,167,0.8,,QUGA,6/23/2016,5:04,5:35,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,208,167,0.8,,QUGA,6/23/2016,5:04,5:37,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,0.7,,QUGA,6/23/2016,5:02,5:39,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,0.8,,QUGA,6/23/2016,5:02,5:41,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,0.6,,QUGA,6/23/2016,5:06,5:45,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,0.6,,QUGA,6/23/2016,5:06,5:46,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,0.5,,QUGA,6/23/2016,5:06,5:48,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,0.9,,QUGA,6/23/2016,4:56,5:50,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,0.8,,QUGA,6/23/2016,4:56,5:51,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,0.9,,QUGA,6/23/2016,4:45,5:53,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,0.7,,QUGA,6/23/2016,4:45,5:55,pre-dawn,6/22/2016,MATURE,"low 50s, still, clear sky, moon, collected w/ headlamp",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,3.6,,QUGA,7/24/2016,14:04,14:21,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,3.4,,QUGA,7/24/2016,14:04,14:25,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,3.8,,QUGA,7/24/2016,14:04,14:28,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,3.5,,QUGA,7/24/2016,14:00,14:30,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,3.4,,QUGA,7/24/2016,14:00,14:32,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,3.2,,QUGA,7/24/2016,14:00,14:34,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,3,,QUGA,7/24/2016,13:50,14:36,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,2.7,,QUGA,7/24/2016,13:50,14:38,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,2.9,,QUGA,7/24/2016,13:50,14:40,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,3.4,,QUGA,7/24/2016,14:08,14:42,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,3,,QUGA,7/24/2016,14:08,14:44,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,2.9,,QUGA,7/24/2016,14:08,14:46,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,3.4,,QUGA,7/24/2016,14:11,14:48,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,3.3,,QUGA,7/24/2016,14:11,14:50,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,3.6,,QUGA,7/24/2016,14:11,14:52,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,208,167,3.1,,QUGA,7/24/2016,13:56,14:53,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,208,167,3.7,,QUGA,7/24/2016,13:56,14:55,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,2.6,,QUGA,7/24/2016,14:13,14:56,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,2.8,,QUGA,7/24/2016,14:13,14:58,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,86,3,,QUGA,7/24/2016,14:59,14:59,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,86,2.4,,QUGA,7/24/2016,15:01,15:01,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,86MT,3.3,,QUGA,7/24/2016,15:03,15:03,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",MISTLETOE,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,,86MT,3.1,,QUGA,7/24/2016,15:04,15:04,mid-day,7/25/2016,MATURE,"hot, 80s, sunny, breezy",MISTLETOE,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,0.7,,QUGA,7/25/2016,5:45,5:52,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,0.6,,QUGA,7/25/2016,5:45,5:54,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,0.7,,QUGA,7/25/2016,5:45,5:56,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,208,167,0.9,,QUGA,7/25/2016,5:42,5:58,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,208,167,0.7,,QUGA,7/25/2016,5:42,6:00,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,0.7,,QUGA,7/25/2016,5:25,6:02,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,0.7,,QUGA,7/25/2016,5:25,6:04,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,0.8,,QUGA,7/25/2016,5:25,6:06,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,0.7,,QUGA,7/25/2016,5:35,6:08,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,0.6,,QUGA,7/25/2016,5:35,6:10,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,0.9,,QUGA,7/25/2016,5:35,6:12,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,1.8,,QUGA,7/25/2016,5:47,6:14,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,1.6,,QUGA,7/25/2016,5:47,6:16,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,NT ADJ,166,1.7,,QUGA,7/25/2016,5:47,6:18,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,1.1,,QUGA,7/25/2016,5:32,6:20,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,1.2,,QUGA,7/25/2016,5:32,6:22,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,1,,QUGA,7/25/2016,5:32,6:24,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,0.65,,QUGA,7/25/2016,5:30,6:26,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,1.1,,QUGA,7/25/2016,5:30,6:28,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,0.7,,QUGA,7/25/2016,5:30,6:30,pre-dawn,7/25/2016,MATURE,"cool, still,clear skies, hot night before",SHOOT,,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,3.4,,QUGA,7/25/2016,12:40,12:42,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,shaded,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,206,5,2.2,,QUGA,7/25/2016,12:40,12:46,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,3.75,,QUGA,7/25/2016,12:38,12:49,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,part-sun,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,207,1,2.45,,QUGA,7/25/2016,12:38,12:51,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,3.8,,QUGA,7/25/2016,12:35,12:55,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,part-sun,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,205,4,2.6,,QUGA,7/25/2016,12:35,12:58,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,3.35,,QUGA,7/25/2016,12:30,13:01,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,part-sun,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,204,3,2.1,,QUGA,7/25/2016,12:30,13:04,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,3.55,,QUGA,7/25/2016,13:10,13:19,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,part-sun,1.5-2.5,HAHM,Dawson PMS Chamber #2,
SAGEHORN,,209,168,2.05,,QUGA,7/25/2016,13:10,13:21,mid-day,,MATURE,"hot (85-90), sunny, breezy",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,Dawson PMS Chamber #2,
